         19712 function calls (18393 primitive calls) in 0.248 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/tasks.py:355(create_task)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/scripts/movie_queue.py:161(is_task_running)
       96    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:474(newline)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:582(formatTime)
      126    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:249(match)
      191    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x10343a860}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/runtime.py:163(__init__)
      319    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:720(write_commons)
        6    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/card_deck.html:4(root)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/routing/rules.py:821(build)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py:426(create_task)
       38    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:670(__new__)
        9    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/parser.py:989(flush_data)
       10    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/utils.py:463(get)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:558(module_from_spec)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/psutil/__init__.py:1093(memory_info)
      142    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       12    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:276(_optimize_charset)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:352(look)
        7    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/local.py:303(__get__)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/taskgroup/tasks.py:47(task_factory)
      164    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:160(__len__)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/psutil/_psosx.py:451(memory_info)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
      382    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       74    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      172    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <werkzeug routing>:1(<builder:'/static/<path:filename>'>)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/taskgroup/tasks.py:22(__init__)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/nodes.py:238(__eq__)
      236    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:301(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:928(_missing_)
       15    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:457(iter_extensions)
       12    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:292(<genexpr>)
       12    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:249(_compile_charset)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:640(preprocess)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:938(_create_pseudo_member_)
      193    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:80(create_cache)
        4    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:267(getuntil)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       27    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:492(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/footer.html:4(root)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
      132    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/posixpath.py:71(join)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/routing/converters.py:43(to_url)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/utils.py:428(__init__)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py:949(__iter__)
      121    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:172(append)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:361(cache_from_source)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/app.py:1087(ensure_async)
       17    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:1629(visit_Const)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:385(cached)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/flask/sessions.py:81(get)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/utils.py:93(is_coroutine_function)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:1017(_decompose)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1514(findCaller)
       85    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/coroutines.py:164(iscoroutinefunction)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       10    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/utils.py:497(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/utils.py:434(_postinit)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:1590(visit_Name)
        9    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/enum.py:977(__and__)
        5    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/urllib/parse.py:819(quote)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:1452(_output_child_pre)
       10    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/nodes.py:74(__init__)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:168(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/inspect.py:190(iscoroutinefunction)
       18    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:84(opengroup)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:1060(flush)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:581(enter_frame)
        6    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/utils.py:519(__setitem__)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/inspect.py:172(_has_code_flag)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       74    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/wrappers/base.py:107(blueprints)
       21    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:168(__setitem__)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:238(visit_Name)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/__init__.py:43(normalize_encoding)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:434(simple_write)
        3    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:156(__enter__)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/psutil/_psosx.py:382(_get_pidtaskinfo)
        3    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/loaders.py:25(split_template_path)
      193    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      135    0.000    0.000    0.000    0.000 {function SecureCookieSession.get at 0x1066e53a0}
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:896(acquire)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/posixpath.py:140(basename)
       13    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:495(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/abc.py:117(__instancecheck__)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:1863(visit_Keyword)
        9    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:1376(_make_finalize)
       15    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/memory_profiler.py:1201(choose_backend)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py:736(call_soon)
        9    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:224(__init__)
     11/7    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:461(_get_literal_prefix)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:1107(make_globals)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/environment.py:1241(_from_namespace)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_weakrefset.py:82(add)
        5    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/urllib/parse.py:890(quote_from_bytes)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:713(dump_local_context)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:211(compile_rules)
        9    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:921(fix_flags)
       13    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:125(has_safe_repr)
       28    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        5    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py:521(_asyncgen_firstiter_hook)
       36    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:340(__bool__)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:116(load)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/base_events.py:765(_call_soon)
        2    0.000    0.000    0.000    0.000 {built-in method psutil._psutil_osx.proc_pidtaskinfo_oneshot}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/templating.py:73(_default_template_ctx_processor)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/home.html:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/inspect.py:81(ismethod)
      126    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       54    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:81(groups)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/routing/rules.py:850(suitable_for)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/posixpath.py:117(splitext)
       13    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_collections_abc.py:826(__iter__)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_bootlocale.py:33(getpreferredencoding)
        4    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:422(start_write)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/local.py:514(_get_current_object)
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        7    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/local.py:504(_get_current_object)
       10    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/flask/sansio/app.py:538(select_jinja_autoescape)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
       20    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/types.py:171(__get__)
       24    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/nodes.py:470(as_const)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:411(_mk_bitmap)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/async_utils.py:59(auto_await)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:281(visit_Name)
        7    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/re.py:270(escape)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:628(usesTime)
        2    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/blinker/base.py:304(send_async)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
       12    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py:935(__getitem__)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:395(close)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/unicode_escape.py:36(getregentry)
       17    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:941(<genexpr>)
        9    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/posixpath.py:41(_get_sep)
       16    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        9    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_parse.py:76(__init__)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:634(formatMessage)
        5    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/collections/__init__.py:925(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
       25    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:31(__init__)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:175(__init__)
       17    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       35    0.000    0.000    0.000    0.000 {method 'get' of 'ContextVar' objects}
       18    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:595(isstring)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:160(<lambda>)
       25    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/parser.py:784(parse_filter_expr)
       61    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/sre_compile.py:65(_combine_flags)
       28    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/lexer.py:732(<genexpr>)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/flask/sansio/app.py:911(inject_url_defaults)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       16    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/asyncio/events.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/quart/globals.py:45(_session_lookup)
       80    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/card_deck.html:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel-lite/templates/header.html:1(<module>)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:432(format)
       20    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       21    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       11    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:421(usesTime)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:77(ref)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:1468(_output_child_post)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/typing.py:269(inner)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:160(__exit__)
       16    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/idtracking.py:68(find_ref)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       26    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:608(func)
        3    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/genericpath.py:121(_splitext)
        6    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/logging/__init__.py:903(release)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:255(__init__)
        7    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/werkzeug/local.py:288(bind_f)
        1    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/_collections_abc.py:776(keys)
        5    0.000    0.000    0.000    0.000 /Users/bryceharmon/Desktop/nextreel/venv/lib/python3.9/site-packages/jinja2/compiler.py:277(__init__)
